row_id,sentiment_text,ground_truth,subject_tag,final_text_style_c,bing_liu_sentiment,bing_liu_sentiment_score,bing_liu_sentiment_confidence
152,Donald Trump hammers Iran with ‘biggest’ bombing yet demanding ‘unconditional surrender’  https://fed.brid.gy/r/https://metro.co.uk/2026/03/07/donald-trump-hammers-iran-biggest-bombing-yet-demanding-unconditional-surrender-27277608/,negative,General Conflict,donald trump hammer iran big bomb yet demand unconditional surrender,neutral,0.0,1.0
153,Iran vows no surrender as strikes hit Tehran airportFollow live updates as Iran&#39;s President Masoud Pezeshkian said his country will not surrender to Israel and the United States as the war enters its second week.https://www.rte.ie/news/2026/0307/1562112-middle-east-updates/#IranNews #Iran #News #Tehran #IranWar,negative,General Conflict,iran vow surrender strike hit tehran airport follow live update iran president ma oud pee skin say country surrender israel united state war enters second week,negative,-1.0,1.0
154,"We asked ChatGPT, Gemini and Claude: how likely is global war from the Iran conflict?Full breakdown 👇 https://theurb.co/iran-conflict-escalation#IranConflict #StraitOfHormuz #MiddleEastWar #Geopolitics #WorldNews #BreakingNews #News #War #USA #Israel #Iran #IranWar",neutral,General Conflict,ask chat gemini claude likely global war iran conflict full breakdown backhand index point,negative,-1.0,1.0
155,RE: https://journa.host/@ScottLucas/116186718091385958Toll rises to 26+ killed in #Israel airstrikes on Nabi Chit in the Bekaa Valley in eastern #Lebanon#IranWar,negative,General Conflict,rise kill airstrikes nazi chit begin valley eastern,negative,-1.0,1.0
156,Trump wants the Iranians to rise up and take back their country while bombing and killing them.Regime change or extermination?#Trump #iranwar https://www.theguardian.com/world/2026/mar/06/tehran-bombing-iran-night-of-terror?CMP=Share_AndroidApp_Other,negative,General Conflict,trump want iranian rise take back country bomb kill regime change extermination,negative,-0.5,0.5
157,"US to send anti-drone system to Mideast after successful use in Ukraine, officials sayAn American anti-drone system proven to work against Russian dron…#NewsBeep #News #Headlines #circulated-air-force-times #circulated-army-times #circulated-defense-news #circulated-marine-corps-times #circulated-military-times #circulated-navy-times #counter-drone #dn-dnr #Drones #hegseth #iranwar #Israel #MiddleEast #military-times #Pentagon #Trump #Ukraine #World #zelenskyyhttps://www.newsbeep.com/422568/",neutral,Military Action,u send anti drone system mideast successful use ukraine official satan american anti drone system proven work russian drop airport time army time defense news marine pastimes military time navy time drone der time,positive,1.0,1.0
158,"Iran war enters second week, Trump demands ‘unconditional surrender’War in Iran entered its second week amid renewed uncertainty about how or when hostilities will endhttps://www.sabcnews.com/sabcnews/iran-war-enters-second-week-as-trump-demands-unconditional-surrender/#IranNews #Trump #News #Iran #USA #IranWar #USANews",negative,General Conflict,iran war enters second week trump demand unconditional surrender war iran enter second week amid renewed uncertainty hostility end,positive,0.2,0.2
159,Color me diagnosed...#TDSTrump dérangement syndrome https://youtube.com/shorts/PxLNDa8AoZ8?si=6Vg-RADCWUlzKkSB#ICE #Epstein #Democracy #tariffs #Racist #incompetence #IRAN #iranwar,neutral,General Conflict,color diagnose derangement syndrome,negative,-1.0,1.0
160,"I love how posts on Iran on Chinese social media are either straight up facts or posts that remind us of the humanity on the ground. I have not seen any fear mongering or gloating like you see on English social media. There is, to my surprise, Israeli propaganda straight from the Israeli embassy in China. But the people in the comments are literally telling them to scram and bugger off.On the whole it's been easier to get the news and updates about the conflict on  Weibo. (It's feed is clean with a list of updates, and I don't have to wade through racist, bigoted, hate-filled awfulness to get any updates.) Xiaohongshu is not as political, and it's filled with beautiful videos about Chinese people who had visited Iran. All the posts and the comments have a common theme, ""We wish for a peaceful Iran and for no more wars"".Why is English social media so violent, racist and bigoted? I don't know.A part of me believes that it's due to strict moderation on Chinese social media. They are not nirvana, mind you, but people are not allowed to incite violence or hatred there.Also, by nature, I feel that Chinese people prefer harmony over conflict, so they are naturally averse to wars.*Ps I can believe the US bombed a playground. Do they hate children that much?Ps: Post was translated to English by Google Translate.* Just a theory don't @ me!#Iran #iranwar #China #SocialMedia",neutral,Protest/Activism,love post iran chinese social medium either straight fact post remind u humanity ground see fear monger gloat like see english social medium surprise israeli propaganda straight israeli embassy china people comment literally tell scram bugger whole easy get news update conflict igbo fee clean list update do wade racist bigoted hat fill awfulness get update xiaoping political fill beautiful video chinese people visit iran post comment common theme wish peaceful iran war english social medium violent racist bigoted do know part believe due strict moderation chinese social medium nirvana mind people allow incite violence hatred also nature feel chinese people prefer harmony conflict naturally averse wasp believe u bomb playground hate child much post translate english google translate theory do,negative,-0.2727272727272727,0.2727272727272727
161,"Trump has privately shown serious interest in U.S. ground troops in Iran&gt; The president’s private comments have not focused on a large-scale ground invasion of Iran, but rather on the idea of a small contingent of U.S. troops that would be used for specific strategic purposes, sources say. https://www.nbcnews.com/politics/white-house/trump-privately-shown-serious-interest-us-ground-troops-iran-rcna262176 #Iran #IranWar #DonaldTrump",neutral,General Conflict,trump privately show serious interest u grind troop range president private comment focus large scale ground invasion iran rather idea small contingent u troop would use specific strategic purpose source say,neutral,0.0,1.0
162,The failure of the US in the Iran War has parallels to the failure of the US in the Vietnam War.https://www.theguardian.com/commentisfree/2025/may/01/us-vietnam-war-media#antiwar#iranwar#vietnamwar#freepalestine#freeiran#fuckus#fuckisrael,negative,General Conflict,failure u iran war parallel failure u vietnam war,negative,-1.0,1.0
163,"Michal Kubal 🇨🇿 𝕏🔁 @MahmoudianArman:#Iran’s president #Pezeshkian just issued a video message. These were his main points:1.He rejected unconditional surrender to the United States.2.He apologized to neighboring countries targeted by Iranian attacks.3.He said some attacks were carried out independently by regional commanders after the removal of senior leadership.4.He stated that since yesterday (likely Friday), a temporary leadership council has ordered a halt to attacks on neighboring countries, unless their territory is used to attack Iran.5.He warned regional groups not to play into the hands of #Israel and the United States by attacking Iran, likely referring to Kurdish armed groups. #IranWar",neutral,Military Action,michael tubal czechia repeat button president issue video message main point reject unconditional surrender united state apologize neighbour country target iranian attack say attack carry independently regional commander removal senior leadership state since yesterday likely friday temporary leadership council order halt attack neighbour country unless territory use attack iran warn regional group play hand united state attack iran likely refer kurdish arm group,negative,-0.7777777777777778,0.7777777777777778
164,"@ojala But #Trump says he doesn’t care whether or not #Iran’s leader is democratically elected, in fact he’d be happy with a democratically elected leader. That’s why he wants to select the leader. He’s thought through it all very carefully.🤣🤣🤣 #IranWar",neutral,General Conflict,say care whether leader democratically elect fact happy democratically elect leader want select leader he think carefully roll floor laugh roll floor laugh roll floor laughing,positive,1.0,1.0
165,"@wdlindsy RE#IranWar lack of planning will affect... the economyMaybe having a meeting ( Mar 1) with the top leaders in the same room shows they had no fear of being a martyr,  a strategy to hurt the people who voted MAGA in Nov. 2024#Iran knew Trump would break off negotiations. The two main US negotiators were amateurs. A real estate billionaire (Trump&#39;s NYC friend) and Trump&#39;s son-in-law.",neutral,General Conflict,lack plan affect economy maybe meeting mar top leader room show fear martyr strategy hurt people vote manga nov know trump would break negotiation two main u negotiator amateurs real estate billionaire trump nyx friend trump sony law,negative,-0.1111111111111111,0.1111111111111111
166,Iran&#39;s Apology to Gulf States Masks Hard Line on Surrender#IranWar #MiddleEast #Dubai #Geopolitics #AusNewshttps://thedailyperspective.org/article/2026-03-07-irans-apology-to-gulf-states-masks-hard-line-on-surrender-7b0c2356,negative,General Conflict,iran apology gulf state mask hard line surrender,negative,-1.0,1.0
167,"RE: https://journa.host/@ScottLucas/116186718091385958Videos: #Trump Admin dismisses reports that #R ussia providing #Iran w intell to target US military personnelPress Secretary Leavitt: ""Whether or not this happened, frankly, it does not really matter#Trump: ""What a stupid question to be asking at this time""#IranWar #Israel #TrumpRussia",negative,General Conflict,admin dismisses report russia provide intel target u military personnel press secretary levitt whether happen frankly really matter stupid question ask time,negative,-1.0,1.0
168,"Visual misinformation about Iran war fueled by state actorsAs attacks spread after the bombing of Iran by U.S. and Israeli forces, a video circulated widely of…#NewsBeep #News #Headlines #APTopNews #ArtificialIntelligence #Censorship #Generalnews #Iran #Irangovernment #iranwar #MelanieSmith #Misinformation #NikitaBierX #Technology #ToddHelmus #Warandunrest #Washingtonnews #World #Worldnewshttps://www.newsbeep.com/422510/",negative,Military Action,visual misinformation iran war fuel state actor attack spread bomb iran u israeli force video circulate widely,negative,-1.0,1.0
