row_id,sentiment_text,ground_truth
471,Trump: US should have role in choosing Iran&#39;s next leaderUS President Donald Trump has said that he wants the United States to play a role in choosing Iran&#39;s next supreme leader.https://www.rte.ie/news/middle-east/2026/0305/1561726-iran-war/#Iran #Trump #IranWar #News #IranNews #USANews #USA,neutral
472,Al Jazeera investigation: Iran girls’ school targeting likely ‘deliberate’.https://www.aljazeera.com/news/2026/3/3/questions-over-minab-girls-school-strike-as-israel-us-deny-involvement#usa #iran #iranwar #news,neutral
473,"Liberal MPs to hold call Friday as caucus raises concerns about Carney's shifting Iran positionForeign Affairs Minister Anita Anand is set to brief Liberal MPs on Friday morning about the government's position on the war that has now engulfed Iran and surrounding countries in the Middle East, after some both privately and publicly raised concerns about Prime Minister Mark Carney's initial statement regarding the ...https://www.cbc.ca/news/politics/carney-iran-liberal-caucus-9.7116694?cmp=rss",neutral
474,"Report: CENTCOM Suggests Trump’s War in Iran Will Likely Last Through September  Recent developments announced by the White House suggest the war will “widen,” one expert says.  https://murica.website/2026/03/report-centcom-suggests-trumps-war-in-iran-will-likely-last-through-september/",neutral
475,"Wonder if the pilot of these US air tankers are deliberately pushing out position data, or they don't feel like there's an actual threat at those altitudes. 🤔 #IranWar #aviation",neutral
476,Rob Rogers wrote this and drew that #PoliticalCartoon about the #IranWar: &quot;Trump has spent the last decade (3 presidential campaigns) criticizing his predecessors for engaging in regime change and forever wars. Oops&quot;:,neutral
477,NOW ON VERDANT SQUARE RADIO == NOW PLAYING == The David Pakman Show 3/5/26: A truly bad day for people who care about realityhttps://www.youtube.com/watch?v=vEvJdHGgTB0 #iranwar #news #uspol #commentary #progressive #left #DavidPakman #Democrats #vsn #radio  #trump #DiverseSpectrumOfTheLeft #SupportIndependentMedia #Resisthttps://mastodon.social/@VerdantSquareRadio/116179051385221436 #news #arts #left #commentary #radio #publicradio #community #progressive #green #kyndmix #vsn,negative
478,Sen. Brian Schatz: &quot;This war is costing a billion dollars a day. In one month we will spend more over there than we needed to save healthcare for more than 2 million Americans. They literally are taking away your food and your healthcare for this regime change war of choice.&quot; #IranWar,negative
479,"#PoliticalCartoons about the #EpsteinFiles were replaced by #PoliticalCartoons about the #IranWar, and #PoliticalCartoons about the #IranWar will be replaced by #PoliticalCartoons about Kristi Noem traveling from the dog house to an imaginary job that never existed before.",neutral
480,#IranWar #politicalprisoners #stateviolence #executions https://www.middleeasteye.net/news/families-iranian-political-prisoners-fearful-bombs-starvation-and-secret-executions,neutral
481,NOW PLAYING == The David Pakman Show 3/5/26: A truly bad day for people who care about realityhttps://www.youtube.com/watch?v=vEvJdHGgTB0 #iranwar #news #uspol #commentary #progressive #left #DavidPakman #Democrats #vsn #radio  #trump #DiverseSpectrumOfTheLeft #SupportIndependentMedia #Resist,negative
482,"While Cost of Living Soars and Healthcare Taken Away, Trump Spending $1 Billion Per Day in War of Choice With IranWith fresh reporting that the ongoing US assault on Iran could be costing $1 billion per day in…#NewsBeep #News #Topstories #CostofLiving #DonaldTrump #Headlines #hospitals #iranwar #Medicaid #TopStorieshttps://www.newsbeep.com/420094/",negative
483,#uspolitics #IranWar #ukraine #zelensky https://mastodon.social/@randahl/116178903669438446,neutral
484,#uspolitics #IranWar https://mstdn.social/@Free_Press/116178813814430814,neutral
485,"Hmm, that doesn't look normal.  Burning oil rig it appears off the coast of Bahrain from Feb 27th?  #random #RemoteImaging #IranWar",neutral
486,"Canada, UK, US are planning evacuation of citizens through the UAE - one slight problem, it is under constant attack and residents have been told now to shelter in place#Iran #IranWar #UAE https://www.bbc.com/news/live/c62gg44d53xt",negative
487,"Dow Jones Industrial Average plunges over 2% for first time in nearly a year as Iran war escalation fears spread to real economy, with cyclical stocks tumbling while software sector attracts bargain hunters amid supply chain and oil price concerns threatening global growth.#YonhapInfomax #DowJonesIndustrialAverage #IranWar #CyclicalStocks #SoftwareSector #OilPrices #Economics #FinancialMarkets #Banking #Securities #Bonds #StockMarket https://en.infomaxai.com/news/articleView.html?idxno=108361",negative
488,"A toothless #Congress fails us AGAIN… WASHINGTON (AP) — The House narrowly rejected a war powers resolution Thursday to halt President Donald Trump’s attacks on Iran, an early sign of unease in Congress over the rapidly widening conflict that is reordering U.S. priorities at home and abroad. It’s the second vote in as many days, after the Senate defeated a similar measure along party lines. Lawmakers are confronting the sudden reality of representing wary Americans in wartime and all that entails — with lives lost, dollars spent and alliances tested by a president’s unilateral decision to go to war with Iran. #IranWar #WarPowers https://apnews.com/article/house-vote-iran-war-powers-resolution-trump-5d7d93c7793802881d9cde042220d7bc?utm_source=onesignal&amp;utm_medium=push&amp;utm_campaign=2026-03-05-War+powers+vote",neutral
489,IDF chief: Israel holds more 'surprise moves' as war enters next phase  https://fed.brid.gy/r/https://www.israelhayom.com/2026/03/05/idf-chief-israel-holds-more-surprise-moves-as-war-enters-next-phase/,neutral
490,Israel strikes Beirut’s southern suburbs after issuing evacuation orderBEIRUT (AP) —…#NewsBeep #News #BreakingNews #Beirut #BenjaminNetanyahu #BezalelSmotrich #breakingnews #DonaldTrump #Dronesurveillanceandwarfare #Drones #EmmanuelMacron #Fires #Francegovernment #Generalnews #HadiKaakour #Hezbollah #iranwar #Israel #Israelgovernment #josephaoun #Lebanon #MIDEASTWARS #Militaryanddefense #Militarytechnology #UnitedNations #Warandunrest #Worldnews #YousefNabulsihttps://www.newsbeep.com/420029/,neutral
491,"""1st 100 hrs🚨of the #IranWar cost the US $3.7B, most➡️not budgeted, acc'g the CSIS: human casualties,💔incl 6 dead US service members (➕&gt;1000 ppl: dead in IR...)The US🚨has expended over 2K munitions of various types -CENTCOM has provided few specifics on #munitions used. Using past US air campaigns as a guide, this analysis estimates it'll cost $3.1B to replenish the US munitions inventory on a like-for-like basis, with the costs⬆️by $758M/day.""-J Calme#IllegalWar #USPolhttps://www.csis.org/analysis/37-billion-estimated-cost-epic-furys-first-100-hours#:~:text=As%20Operation%20Epic%20Fury%E2%80%94the,($3.5%20billion)%20are%20not",neutral
492,"💔 Where are the kind-hearted people?  🙏 Our children are exhausted and have lost everything.  😔 🤲 Please help if you can, or share this message so goodness may reach us. 🌿 May God reward your kindness.https://gofund.me/d0cc0587#Gaza #palestine #genocide #Israel #freepalestine #save_gaza_children #SupportGaza #Humanity #Muslim #Ramadan #StopTheGenocide #fediAid #iran #Gaza #Israel #IranWar #Iran",positive
493,#IranWar #warcrimes #BombingSchools #DoubleTap #Minab Names and ages of some of those killed in the Shajareh Tayyebeh primary school strikehttps://www.middleeasteye.net/news/names-and-ages-children-iranian-school-strike,neutral
494,#operationepsteinfury #OperationEpicFury #operationepicfailure #iran #IranWar #iraq #kurds #trump #FAFO Trump will be pleasantly surprised 🤣🤣🤣,positive
495,#War crime https://www.nytimes.com/2026/03/05/world/middleeast/iran-school-us-strikes-naval-base.html #trump #imperialism #fascism #iran #iranwar #hegseth,neutral
496,"Do not drag #SriLanka into a wider #war, Pt IIhttps://www.nytimes.com/2026/03/05/world/asia/sri-lanka-iran-navy-war.html #iran #iranwar #trump #imperialism #fascism",neutral
497,"NOW ON VERDANT SQUARE RADIO == NOW PLAYING == The Nicole Sandler Show 3/5/26 - #KristiNoem Fired, #MarkWayne Hired and Greg Palast Returns https://www.youtube.com/watch?v=s_xNiKyT9F0#news #uspol #commentary #progressive #left #NicoleSandler #Democrats #vsn #radio  #ice #doj #iranwar  #DiverseSpectrumOfTheLeft #SupportIndependentMedia #Resisthttps://mastodon.social/@VerdantSquareRadio/116178333597456020 #news #arts #left #commentary #radio #publicradio #community #progressive",neutral
498,"https://robertreich.substack.com/p/the-moral-basis-of-civilization?fbclid=IwY2xjawQWzZZleHRuA2FlbQIxMQBzcnRjBmFwcF9pZBAyMjIwMzkxNzg4MjAwODkyAAEesGEGxa2azkHNLf9bIzaoIzKeudGVn40Ev2MY3iOhOFyuKAMf0gshGo4yAeo_aem_jC4XKz5a_32wzkev1LqCNw &quot;Every time rich and powerful countries or corporations or people attack and exploit those that are not, the fabric of civilization frays. If such aggression is not contained, the fabric unravels. If not stopped, the entire world can descend into chaos and war. It has happened before.&quot; #Iran #IranWar",negative
499,"NOW ON VERDANT SQUARE RADIO == NOW PLAYING == Democracy Now! 3/5/26:  ""Why Are We Going to War?"": Former US #MiddleEast Officials Say #Trump Has ""No Clear Plan"" on #Iran https://www.youtube.com/watch?v=kBadZau3bCg#news #uspol #geopolitics #iranwar #democracynow #AmyGoodman #JuanGonzález #NermeenShaikh #vsn #radio #SupportIndependentMedia #DiverseSpectrumOfTheLeft #Resisthttps://mastodon.social/@VerdantSquareRadio/116178579712632060 #news #arts #left #commentary #radio",neutral
